Number of tracking points : 15668
Max speed : 103(old) -> 103(new)
Damage : 0(old) -> 0(new)
Total Time taken old tracking file : 12:51:49
Total Time taken new tracking file : 12:51:49

 | No    | X                      | Y                        | Heading    | Speed      | Damage | Date and Time                                  | 
 | 18199 | -45229.31 -> -45229.31 | -40775.49 -> -40775.49   | 17 -> 17   | 81 -> 81   | 0 -> 0 | 12/6/2020 1:13:33 AM -> 12/8/2020 1:29:03 AM   | 
 | 18201 | -45271.35 -> -45271.35 | -40795.29 -> -40795.29   | 19 -> 19   | 84 -> 84   | 0 -> 0 | 12/6/2020 1:13:35 AM -> 12/8/2020 1:29:05 AM   | 
 | 18203 | -45316.81 -> -45316.81 | -40805.37 -> -40805.37   | 23 -> 23   | 85 -> 85   | 0 -> 0 | 12/6/2020 1:13:37 AM -> 12/8/2020 1:29:07 AM   | 
 | 18205 | -45364.19 -> -45364.19 | -40807.96 -> -40807.96   | 25 -> 25   | 85 -> 85   | 0 -> 0 | 12/6/2020 1:13:39 AM -> 12/8/2020 1:29:09 AM   | 
 | 18207 | -45411.21 -> -45411.21 | -40810.77 -> -40810.77   | 24 -> 24   | 84 -> 84   | 0 -> 0 | 12/6/2020 1:13:41 AM -> 12/8/2020 1:29:11 AM   | 
 | 18209 | -45458.71 -> -45458.71 | -40811.19 -> -40811.19   | 26 -> 26   | 87 -> 87   | 0 -> 0 | 12/6/2020 1:13:43 AM -> 12/8/2020 1:29:13 AM   | 
 | 18211 | -45509.14 -> -45509.14 | -40804.61 -> -40804.61   | 28 -> 28   | 93 -> 93   | 0 -> 0 | 12/6/2020 1:13:45 AM -> 12/8/2020 1:29:15 AM   | 
 | 18213 | -45562.05 -> -45562.05 | -40791.41 -> -40791.41   | 29 -> 29   | 96 -> 96   | 0 -> 0 | 12/6/2020 1:13:47 AM -> 12/8/2020 1:29:17 AM   | 
 | 18215 | -45614.86 -> -45614.86 | -40781.16 -> -40781.16   | 27 -> 27   | 97 -> 97   | 0 -> 0 | 12/6/2020 1:13:49 AM -> 12/8/2020 1:29:19 AM   | 
 | 18217 | -45669.2 -> -45669.2   | -40782.24 -> -40782.24   | 23 -> 23   | 97 -> 97   | 0 -> 0 | 12/6/2020 1:13:51 AM -> 12/8/2020 1:29:21 AM   | 
 | 18219 | -45721.78 -> -45721.78 | -40796 -> -40796         | 19 -> 19   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:13:53 AM -> 12/8/2020 1:29:23 AM   | 
 | 18221 | -45772.72 -> -45772.72 | -40815.36 -> -40815.36   | 19 -> 19   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:13:55 AM -> 12/8/2020 1:29:25 AM   | 
 | 18223 | -45824.57 -> -45824.57 | -40834.02 -> -40834.02   | 20 -> 20   | 97 -> 97   | 0 -> 0 | 12/6/2020 1:13:57 AM -> 12/8/2020 1:29:27 AM   | 
 | 18225 | -45874.32 -> -45874.32 | -40851.4 -> -40851.4     | 20 -> 20   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:13:59 AM -> 12/8/2020 1:29:29 AM   | 
 | 18227 | -45927.02 -> -45927.02 | -40869.84 -> -40869.84   | 19 -> 19   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:01 AM -> 12/8/2020 1:29:31 AM   | 
 | 18229 | -45979.14 -> -45979.14 | -40891.08 -> -40891.08   | 18 -> 18   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:03 AM -> 12/8/2020 1:29:33 AM   | 
 | 18231 | -46028.03 -> -46028.03 | -40916.01 -> -40916.01   | 17 -> 17   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:05 AM -> 12/8/2020 1:29:35 AM   | 
 | 18233 | -46074.21 -> -46074.21 | -40945.04 -> -40945.04   | 15 -> 15   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:07 AM -> 12/8/2020 1:29:37 AM   | 
 | 18235 | -46120.24 -> -46120.24 | -40975.83 -> -40975.83   | 16 -> 16   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:09 AM -> 12/8/2020 1:29:39 AM   | 
 | 18237 | -46169.4 -> -46169.4   | -41001.29 -> -41001.29   | 19 -> 19   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:11 AM -> 12/8/2020 1:29:41 AM   | 
 | 18239 | -46221.75 -> -46221.75 | -41016.33 -> -41016.33   | 23 -> 23   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:13 AM -> 12/8/2020 1:29:43 AM   | 
 | 18241 | -46277.36 -> -46277.36 | -41012.27 -> -41012.27   | 28 -> 28   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:15 AM -> 12/8/2020 1:29:45 AM   | 
 | 18243 | -46330.66 -> -46330.66 | -40997.01 -> -40997.01   | 30 -> 30   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:17 AM -> 12/8/2020 1:29:47 AM   | 
 | 18245 | -46381.83 -> -46381.83 | -40978.19 -> -40978.19   | 30 -> 30   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:19 AM -> 12/8/2020 1:29:49 AM   | 
 | 18247 | -46435.76 -> -46435.76 | -40963.86 -> -40963.86   | 28 -> 28   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:21 AM -> 12/8/2020 1:29:51 AM   | 
 | 18249 | -46490.93 -> -46490.93 | -40961.11 -> -40961.11   | 24 -> 24   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:23 AM -> 12/8/2020 1:29:53 AM   | 
 | 18251 | -46543.24 -> -46543.24 | -40974.02 -> -40974.02   | 19 -> 19   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:25 AM -> 12/8/2020 1:29:55 AM   | 
 | 18253 | -46593.68 -> -46593.68 | -40997.92 -> -40997.92   | 18 -> 18   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:27 AM -> 12/8/2020 1:29:57 AM   | 
 | 18255 | -46643.31 -> -46643.31 | -41022.51 -> -41022.51   | 18 -> 18   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:30 AM -> 12/8/2020 1:30:00 AM   | 
 | 18257 | -46695.19 -> -46695.19 | -41040.22 -> -41040.22   | 21 -> 21   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:31 AM -> 12/8/2020 1:30:01 AM   | 
 | 18259 | -46749.25 -> -46749.25 | -41050.04 -> -41050.04   | 23 -> 23   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:34 AM -> 12/8/2020 1:30:04 AM   | 
 | 18261 | -46803.7 -> -46803.7   | -41057.46 -> -41057.46   | 22 -> 22   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:35 AM -> 12/8/2020 1:30:05 AM   | 
 | 18263 | -46857.39 -> -46857.39 | -41069.2 -> -41069.2     | 21 -> 21   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:38 AM -> 12/8/2020 1:30:08 AM   | 
 | 18265 | -46908.5 -> -46908.5   | -41087.99 -> -41087.99   | 18 -> 18   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:39 AM -> 12/8/2020 1:30:09 AM   | 
 | 18267 | -46957.47 -> -46957.47 | -41114.9 -> -41114.9     | 17 -> 17   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:42 AM -> 12/8/2020 1:30:12 AM   | 
 | 18269 | -47004.71 -> -47004.71 | -41143.86 -> -41143.86   | 15 -> 15   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:14:44 AM -> 12/8/2020 1:30:14 AM   | 
 | 18271 | -47047.51 -> -47047.51 | -41178.36 -> -41178.36   | 14 -> 14   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:46 AM -> 12/8/2020 1:30:16 AM   | 
 | 18273 | -47087.02 -> -47087.02 | -41216.6 -> -41216.6     | 13 -> 13   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:48 AM -> 12/8/2020 1:30:18 AM   | 
 | 18275 | -47124.29 -> -47124.29 | -41257.66 -> -41257.66   | 11 -> 11   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:50 AM -> 12/8/2020 1:30:20 AM   | 
 | 18277 | -47158.35 -> -47158.35 | -41300.26 -> -41300.26   | 10 -> 10   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:52 AM -> 12/8/2020 1:30:22 AM   | 
 | 18279 | -47186.78 -> -47186.78 | -41348.42 -> -41348.42   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:54 AM -> 12/8/2020 1:30:24 AM   | 
 | 18281 | -47209.8 -> -47209.8   | -41396.87 -> -41396.87   | 7 -> 7     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:56 AM -> 12/8/2020 1:30:26 AM   | 
 | 18283 | -47232.57 -> -47232.57 | -41445.92 -> -41445.92   | 7 -> 7     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:14:58 AM -> 12/8/2020 1:30:28 AM   | 
 | 18285 | -47257.46 -> -47257.46 | -41496.46 -> -41496.46   | 8 -> 8     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:00 AM -> 12/8/2020 1:30:30 AM   | 
 | 18287 | -47285.5 -> -47285.5   | -41542.12 -> -41542.12   | 9 -> 9     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:02 AM -> 12/8/2020 1:30:32 AM   | 
 | 18289 | -47316.46 -> -47316.46 | -41588.65 -> -41588.65   | 10 -> 10   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:04 AM -> 12/8/2020 1:30:34 AM   | 
 | 18291 | -47347.88 -> -47347.88 | -41634.35 -> -41634.35   | 9 -> 9     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:06 AM -> 12/8/2020 1:30:36 AM   | 
 | 18293 | -47376.93 -> -47376.93 | -41682.15 -> -41682.15   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:08 AM -> 12/8/2020 1:30:38 AM   | 
 | 18295 | -47403.61 -> -47403.61 | -41729.22 -> -41729.22   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:10 AM -> 12/8/2020 1:30:40 AM   | 
 | 18297 | -47430.83 -> -47430.83 | -41777.5 -> -41777.5     | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:12 AM -> 12/8/2020 1:30:42 AM   | 
 | 18299 | -47456.43 -> -47456.43 | -41825.6 -> -41825.6     | 7 -> 7     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:14 AM -> 12/8/2020 1:30:44 AM   | 
 | 18301 | -47479.56 -> -47479.56 | -41876.42 -> -41876.42   | 6 -> 6     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:16 AM -> 12/8/2020 1:30:46 AM   | 
 | 18303 | -47498.95 -> -47498.95 | -41927.8 -> -41927.8     | 5 -> 5     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:18 AM -> 12/8/2020 1:30:48 AM   | 
 | 18305 | -47515.8 -> -47515.8   | -41981.05 -> -41981.05   | 5 -> 5     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:20 AM -> 12/8/2020 1:30:50 AM   | 
 | 18307 | -47530.82 -> -47530.82 | -42033.48 -> -42033.48   | 4 -> 4     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:22 AM -> 12/8/2020 1:30:52 AM   | 
 | 18309 | -47546.47 -> -47546.47 | -42086.67 -> -42086.67   | 5 -> 5     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:24 AM -> 12/8/2020 1:30:54 AM   | 
 | 18311 | -47561.41 -> -47561.41 | -42137.71 -> -42137.71   | 4 -> 4     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:26 AM -> 12/8/2020 1:30:56 AM   | 
 | 18313 | -47577.14 -> -47577.14 | -42192.55 -> -42192.55   | 4 -> 4     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:28 AM -> 12/8/2020 1:30:58 AM   | 
 | 18315 | -47592.1 -> -47592.1   | -42245.82 -> -42245.82   | 4 -> 4     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:30 AM -> 12/8/2020 1:31:00 AM   | 
 | 18317 | -47603.91 -> -47603.91 | -42298.14 -> -42298.14   | 3 -> 3     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:32 AM -> 12/8/2020 1:31:02 AM   | 
 | 18319 | -47610.23 -> -47610.23 | -42354.71 -> -42354.71   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:34 AM -> 12/8/2020 1:31:04 AM   | 
 | 18321 | -47612.26 -> -47612.26 | -42408.72 -> -42408.72   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:36 AM -> 12/8/2020 1:31:06 AM   | 
 | 18323 | -47613.46 -> -47613.46 | -42463.6 -> -42463.6     | 0 -> 0     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:38 AM -> 12/8/2020 1:31:08 AM   | 
 | 18325 | -47610.94 -> -47610.94 | -42518.86 -> -42518.86   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:40 AM -> 12/8/2020 1:31:10 AM   | 
 | 18327 | -47598.5 -> -47598.5   | -42570.01 -> -42570.01   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:42 AM -> 12/8/2020 1:31:12 AM   | 
 | 18329 | -47579.63 -> -47579.63 | -42624.19 -> -42624.19   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:44 AM -> 12/8/2020 1:31:14 AM   | 
 | 18331 | -47561.5 -> -47561.5   | -42675.11 -> -42675.11   | 94 -> 94   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:46 AM -> 12/8/2020 1:31:16 AM   | 
 | 18333 | -47540.73 -> -47540.73 | -42727.05 -> -42727.05   | 93 -> 93   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:48 AM -> 12/8/2020 1:31:18 AM   | 
 | 18335 | -47517.35 -> -47517.35 | -42776.84 -> -42776.84   | 92 -> 92   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:50 AM -> 12/8/2020 1:31:20 AM   | 
 | 18337 | -47491.5 -> -47491.5   | -42824.83 -> -42824.83   | 92 -> 92   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:52 AM -> 12/8/2020 1:31:22 AM   | 
 | 18339 | -47465.3 -> -47465.3   | -42871.61 -> -42871.61   | 92 -> 92   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:15:54 AM -> 12/8/2020 1:31:24 AM   | 
 | 18341 | -47437.44 -> -47437.44 | -42919.57 -> -42919.57   | 92 -> 92   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:56 AM -> 12/8/2020 1:31:26 AM   | 
 | 18343 | -47410.04 -> -47410.04 | -42967.77 -> -42967.77   | 92 -> 92   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:15:58 AM -> 12/8/2020 1:31:28 AM   | 
 | 18345 | -47382.13 -> -47382.13 | -43016.14 -> -43016.14   | 92 -> 92   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:00 AM -> 12/8/2020 1:31:30 AM   | 
 | 18347 | -47354.67 -> -47354.67 | -43063.69 -> -43063.69   | 92 -> 92   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:02 AM -> 12/8/2020 1:31:32 AM   | 
 | 18349 | -47329.5 -> -47329.5   | -43113.46 -> -43113.46   | 93 -> 93   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:04 AM -> 12/8/2020 1:31:34 AM   | 
 | 18351 | -47310.11 -> -47310.11 | -43163.87 -> -43163.87   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:06 AM -> 12/8/2020 1:31:36 AM   | 
 | 18353 | -47298.64 -> -47298.64 | -43219.02 -> -43219.02   | 98 -> 98   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:08 AM -> 12/8/2020 1:31:38 AM   | 
 | 18355 | -47298.75 -> -47298.75 | -43273.05 -> -43273.05   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:10 AM -> 12/8/2020 1:31:40 AM   | 
 | 18357 | -47305.52 -> -47305.52 | -43326.75 -> -43326.75   | 2 -> 2     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:12 AM -> 12/8/2020 1:31:42 AM   | 
 | 18359 | -47314.6 -> -47314.6   | -43383.32 -> -43383.32   | 2 -> 2     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:14 AM -> 12/8/2020 1:31:44 AM   | 
 | 18361 | -47320.14 -> -47320.14 | -43438 -> -43438         | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:16 AM -> 12/8/2020 1:31:46 AM   | 
 | 18363 | -47318.18 -> -47318.18 | -43492.04 -> -43492.04   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:18 AM -> 12/8/2020 1:31:48 AM   | 
 | 18365 | -47313.56 -> -47313.56 | -43547.75 -> -43547.75   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:20 AM -> 12/8/2020 1:31:50 AM   | 
 | 18367 | -47314.09 -> -47314.09 | -43602.66 -> -43602.66   | 2 -> 2     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:22 AM -> 12/8/2020 1:31:52 AM   | 
 | 18369 | -47332.42 -> -47332.42 | -43654.59 -> -43654.59   | 8 -> 8     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:24 AM -> 12/8/2020 1:31:54 AM   | 
 | 18371 | -47369.69 -> -47369.69 | -43693.87 -> -43693.87   | 15 -> 15   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:26 AM -> 12/8/2020 1:31:56 AM   | 
 | 18373 | -47417.04 -> -47417.04 | -43720.76 -> -43720.76   | 18 -> 18   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:28 AM -> 12/8/2020 1:31:58 AM   | 
 | 18375 | -47467.5 -> -47467.5   | -43744.83 -> -43744.83   | 17 -> 17   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:30 AM -> 12/8/2020 1:32:00 AM   | 
 | 18377 | -47513.12 -> -47513.12 | -43772.96 -> -43772.96   | 15 -> 15   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:32 AM -> 12/8/2020 1:32:02 AM   | 
 | 18379 | -47554.48 -> -47554.48 | -43811.73 -> -43811.73   | 11 -> 11   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:34 AM -> 12/8/2020 1:32:04 AM   | 
 | 18381 | -47586.89 -> -47586.89 | -43855.55 -> -43855.55   | 9 -> 9     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:36 AM -> 12/8/2020 1:32:06 AM   | 
 | 18383 | -47617.38 -> -47617.38 | -43901.89 -> -43901.89   | 9 -> 9     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:38 AM -> 12/8/2020 1:32:08 AM   | 
 | 18385 | -47649.61 -> -47649.61 | -43945.34 -> -43945.34   | 11 -> 11   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:40 AM -> 12/8/2020 1:32:10 AM   | 
 | 18387 | -47690.91 -> -47690.91 | -43984.29 -> -43984.29   | 14 -> 14   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:42 AM -> 12/8/2020 1:32:12 AM   | 
 | 18389 | -47735.16 -> -47735.16 | -44016.88 -> -44016.88   | 15 -> 15   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:44 AM -> 12/8/2020 1:32:14 AM   | 
 | 18391 | -47779.07 -> -47779.07 | -44046.75 -> -44046.75   | 15 -> 15   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:46 AM -> 12/8/2020 1:32:16 AM   | 
 | 18393 | -47823.76 -> -47823.76 | -44083.05 -> -44083.05   | 13 -> 13   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:48 AM -> 12/8/2020 1:32:18 AM   | 
 | 18395 | -47859.65 -> -47859.65 | -44124.56 -> -44124.56   | 10 -> 10   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:50 AM -> 12/8/2020 1:32:20 AM   | 
 | 18397 | -47885.57 -> -47885.57 | -44170.25 -> -44170.25   | 7 -> 7     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:52 AM -> 12/8/2020 1:32:22 AM   | 
 | 18399 | -47900.88 -> -47900.88 | -44226.21 -> -44226.21   | 3 -> 3     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:54 AM -> 12/8/2020 1:32:24 AM   | 
 | 18401 | -47908.51 -> -47908.51 | -44278.79 -> -44278.79   | 2 -> 2     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:16:56 AM -> 12/8/2020 1:32:26 AM   | 
 | 18403 | -47913.93 -> -47913.93 | -44334.43 -> -44334.43   | 2 -> 2     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:16:58 AM -> 12/8/2020 1:32:28 AM   | 
 | 18405 | -47924.07 -> -47924.07 | -44388.47 -> -44388.47   | 4 -> 4     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:00 AM -> 12/8/2020 1:32:30 AM   | 
 | 18407 | -47941.13 -> -47941.13 | -44440.75 -> -44440.75   | 6 -> 6     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:02 AM -> 12/8/2020 1:32:32 AM   | 
 | 18409 | -47962.28 -> -47962.28 | -44491.51 -> -44491.51   | 6 -> 6     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:04 AM -> 12/8/2020 1:32:34 AM   | 
 | 18411 | -47983.63 -> -47983.63 | -44541.7 -> -44541.7     | 6 -> 6     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:06 AM -> 12/8/2020 1:32:36 AM   | 
 | 18413 | -48004.7 -> -48004.7   | -44591.99 -> -44591.99   | 6 -> 6     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:08 AM -> 12/8/2020 1:32:38 AM   | 
 | 18415 | -48022.87 -> -48022.87 | -44644.35 -> -44644.35   | 4 -> 4     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:10 AM -> 12/8/2020 1:32:40 AM   | 
 | 18417 | -48031.46 -> -48031.46 | -44699.02 -> -44699.02   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:12 AM -> 12/8/2020 1:32:42 AM   | 
 | 18419 | -48035.41 -> -48035.41 | -44753.39 -> -44753.39   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:14 AM -> 12/8/2020 1:32:44 AM   | 
 | 18421 | -48044.86 -> -48044.86 | -44806.95 -> -44806.95   | 5 -> 5     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:16 AM -> 12/8/2020 1:32:46 AM   | 
 | 18423 | -48077.67 -> -48077.67 | -44850.52 -> -44850.52   | 15 -> 15   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:18 AM -> 12/8/2020 1:32:48 AM   | 
 | 18425 | -48128.59 -> -48128.59 | -44870.14 -> -44870.14   | 22 -> 22   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:20 AM -> 12/8/2020 1:32:50 AM   | 
 | 18427 | -48181.47 -> -48181.47 | -44881.3 -> -44881.3     | 21 -> 21   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:22 AM -> 12/8/2020 1:32:52 AM   | 
 | 18429 | -48233.93 -> -48233.93 | -44900.2 -> -44900.2     | 17 -> 17   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:24 AM -> 12/8/2020 1:32:54 AM   | 
 | 18431 | -48279.02 -> -48279.02 | -44931.52 -> -44931.52   | 14 -> 14   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:26 AM -> 12/8/2020 1:32:56 AM   | 
 | 18433 | -48318.5 -> -48318.5   | -44970.45 -> -44970.45   | 12 -> 12   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:28 AM -> 12/8/2020 1:32:58 AM   | 
 | 18435 | -48354.33 -> -48354.33 | -45012.17 -> -45012.17   | 11 -> 11   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:30 AM -> 12/8/2020 1:33:00 AM   | 
 | 18437 | -48386.22 -> -48386.22 | -45056.41 -> -45056.41   | 9 -> 9     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:32 AM -> 12/8/2020 1:33:02 AM   | 
 | 18439 | -48415.62 -> -48415.62 | -45102.89 -> -45102.89   | 9 -> 9     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:34 AM -> 12/8/2020 1:33:04 AM   | 
 | 18441 | -48443.16 -> -48443.16 | -45151.04 -> -45151.04   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:36 AM -> 12/8/2020 1:33:06 AM   | 
 | 18443 | -48467.98 -> -48467.98 | -45200.12 -> -45200.12   | 7 -> 7     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:38 AM -> 12/8/2020 1:33:08 AM   | 
 | 18445 | -48488.61 -> -48488.61 | -45251.09 -> -45251.09   | 5 -> 5     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:40 AM -> 12/8/2020 1:33:10 AM   | 
 | 18447 | -48501.65 -> -48501.65 | -45303.53 -> -45303.53   | 3 -> 3     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:42 AM -> 12/8/2020 1:33:12 AM   | 
 | 18449 | -48506.66 -> -48506.66 | -45359.19 -> -45359.19   | 0 -> 0     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:44 AM -> 12/8/2020 1:33:14 AM   | 
 | 18451 | -48505.16 -> -48505.16 | -45413.23 -> -45413.23   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:46 AM -> 12/8/2020 1:33:16 AM   | 
 | 18453 | -48500.29 -> -48500.29 | -45468.45 -> -45468.45   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:48 AM -> 12/8/2020 1:33:18 AM   | 
 | 18455 | -48493.77 -> -48493.77 | -45523.02 -> -45523.02   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:50 AM -> 12/8/2020 1:33:20 AM   | 
 | 18457 | -48487.26 -> -48487.26 | -45578.05 -> -45578.05   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:52 AM -> 12/8/2020 1:33:22 AM   | 
 | 18459 | -48480.53 -> -48480.53 | -45632.63 -> -45632.63   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:17:54 AM -> 12/8/2020 1:33:24 AM   | 
 | 18461 | -48473.23 -> -48473.23 | -45687.16 -> -45687.16   | 98 -> 98   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:56 AM -> 12/8/2020 1:33:26 AM   | 
 | 18463 | -48464.5 -> -48464.5   | -45741.49 -> -45741.49   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:17:58 AM -> 12/8/2020 1:33:28 AM   | 
 | 18465 | -48450.92 -> -48450.92 | -45794.78 -> -45794.78   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:18:00 AM -> 12/8/2020 1:33:30 AM   | 
 | 18467 | -48434.75 -> -48434.75 | -45848.23 -> -45848.23   | 96 -> 96   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:18:02 AM -> 12/8/2020 1:33:32 AM   | 
 | 18469 | -48429.23 -> -48429.23 | -45902.67 -> -45902.67   | 1 -> 1     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:18:04 AM -> 12/8/2020 1:33:34 AM   | 
