Number of tracking points : 15668
Max speed : 103(old) -> 103(new)
Damage : 0(old) -> 0(new)
Total Time taken old tracking file : 12:51:49
Total Time taken new tracking file : 12:51:49

 | No    | X                      | Y                        | Heading    | Speed      | Damage | Date and Time                                  | 
 | 17927 | -45595.6 -> -45595.6   | -35352.84 -> -35352.84   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:08:56 AM -> 12/8/2020 1:24:26 AM   | 
 | 17929 | -45578.01 -> -45578.01 | -35404.95 -> -35404.95   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:08:58 AM -> 12/8/2020 1:24:28 AM   | 
 | 17931 | -45562.05 -> -45562.05 | -35457.51 -> -35457.51   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:00 AM -> 12/8/2020 1:24:30 AM   | 
 | 17933 | -45546.34 -> -45546.34 | -35510.18 -> -35510.18   | 96 -> 96   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:02 AM -> 12/8/2020 1:24:32 AM   | 
 | 17935 | -45533.91 -> -45533.91 | -35564.15 -> -35564.15   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:04 AM -> 12/8/2020 1:24:34 AM   | 
 | 17937 | -45524.07 -> -45524.07 | -35617.75 -> -35617.75   | 97 -> 97   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:06 AM -> 12/8/2020 1:24:36 AM   | 
 | 17939 | -45513.29 -> -45513.29 | -35671.65 -> -35671.65   | 97 -> 97   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:08 AM -> 12/8/2020 1:24:38 AM   | 
 | 17941 | -45502.7 -> -45502.7   | -35725.59 -> -35725.59   | 97 -> 97   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:10 AM -> 12/8/2020 1:24:40 AM   | 
 | 17943 | -45492.18 -> -45492.18 | -35780.02 -> -35780.02   | 97 -> 97   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:12 AM -> 12/8/2020 1:24:42 AM   | 
 | 17945 | -45485.71 -> -45485.71 | -35834.61 -> -35834.61   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:14 AM -> 12/8/2020 1:24:44 AM   | 
 | 17947 | -45480.14 -> -45480.14 | -35890.24 -> -35890.24   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:16 AM -> 12/8/2020 1:24:46 AM   | 
 | 17949 | -45476.54 -> -45476.54 | -35943.72 -> -35943.72   | 99 -> 99   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:18 AM -> 12/8/2020 1:24:48 AM   | 
 | 17951 | -45475.66 -> -45475.66 | -35999.14 -> -35999.14   | 100 -> 100 | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:20 AM -> 12/8/2020 1:24:50 AM   | 
 | 17953 | -45473.2 -> -45473.2   | -36054.97 -> -36054.97   | 99 -> 99   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:22 AM -> 12/8/2020 1:24:52 AM   | 
 | 17955 | -45472.22 -> -45472.22 | -36108.56 -> -36108.56   | 0 -> 0     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:24 AM -> 12/8/2020 1:24:54 AM   | 
 | 17957 | -45473.25 -> -45473.25 | -36163.99 -> -36163.99   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:26 AM -> 12/8/2020 1:24:56 AM   | 
 | 17959 | -45477.43 -> -45477.43 | -36216.99 -> -36216.99   | 2 -> 2     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:28 AM -> 12/8/2020 1:24:58 AM   | 
 | 17961 | -45484.65 -> -45484.65 | -36273.34 -> -36273.34   | 2 -> 2     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:30 AM -> 12/8/2020 1:25:00 AM   | 
 | 17963 | -45494.15 -> -45494.15 | -36327.04 -> -36327.04   | 3 -> 3     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:32 AM -> 12/8/2020 1:25:02 AM   | 
 | 17965 | -45502.98 -> -45502.98 | -36382.25 -> -36382.25   | 2 -> 2     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:34 AM -> 12/8/2020 1:25:04 AM   | 
 | 17967 | -45509.86 -> -45509.86 | -36436.81 -> -36436.81   | 2 -> 2     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:36 AM -> 12/8/2020 1:25:06 AM   | 
 | 17969 | -45511.44 -> -45511.44 | -36491.74 -> -36491.74   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:38 AM -> 12/8/2020 1:25:08 AM   | 
 | 17971 | -45504.03 -> -45504.03 | -36547.09 -> -36547.09   | 96 -> 96   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:40 AM -> 12/8/2020 1:25:10 AM   | 
 | 17973 | -45488.08 -> -45488.08 | -36598.76 -> -36598.76   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:42 AM -> 12/8/2020 1:25:12 AM   | 
 | 17975 | -45471.26 -> -45471.26 | -36651.61 -> -36651.61   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:44 AM -> 12/8/2020 1:25:14 AM   | 
 | 17977 | -45458.18 -> -45458.18 | -36705.04 -> -36705.04   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:46 AM -> 12/8/2020 1:25:16 AM   | 
 | 17979 | -45454.82 -> -45454.82 | -36761.14 -> -36761.14   | 1 -> 1     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:48 AM -> 12/8/2020 1:25:18 AM   | 
 | 17981 | -45467.84 -> -45467.84 | -36813.43 -> -36813.43   | 6 -> 6     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:50 AM -> 12/8/2020 1:25:20 AM   | 
 | 17983 | -45495.1 -> -45495.1   | -36860.52 -> -36860.52   | 10 -> 10   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:09:52 AM -> 12/8/2020 1:25:22 AM   | 
 | 17985 | -45526.49 -> -45526.49 | -36906.21 -> -36906.21   | 9 -> 9     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:54 AM -> 12/8/2020 1:25:24 AM   | 
 | 17987 | -45555.14 -> -45555.14 | -36953.09 -> -36953.09   | 8 -> 8     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:56 AM -> 12/8/2020 1:25:26 AM   | 
 | 17989 | -45576.66 -> -45576.66 | -37004.52 -> -37004.52   | 4 -> 4     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:09:58 AM -> 12/8/2020 1:25:28 AM   | 
 | 17991 | -45582.07 -> -45582.07 | -37059 -> -37059         | 100 -> 100 | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:00 AM -> 12/8/2020 1:25:30 AM   | 
 | 17993 | -45573.86 -> -45573.86 | -37113.3 -> -37113.3     | 96 -> 96   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:02 AM -> 12/8/2020 1:25:32 AM   | 
 | 17995 | -45559.14 -> -45559.14 | -37166.27 -> -37166.27   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:04 AM -> 12/8/2020 1:25:34 AM   | 
 | 17997 | -45542.8 -> -45542.8   | -37219.23 -> -37219.23   | 96 -> 96   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:06 AM -> 12/8/2020 1:25:36 AM   | 
 | 17999 | -45531.69 -> -45531.69 | -37273.02 -> -37273.02   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:08 AM -> 12/8/2020 1:25:38 AM   | 
 | 18001 | -45528.04 -> -45528.04 | -37328.72 -> -37328.72   | 100 -> 100 | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:10 AM -> 12/8/2020 1:25:40 AM   | 
 | 18003 | -45529.2 -> -45529.2   | -37383.19 -> -37383.19   | 0 -> 0     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:12 AM -> 12/8/2020 1:25:42 AM   | 
 | 18005 | -45529.42 -> -45529.42 | -37438.16 -> -37438.16   | 100 -> 100 | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:14 AM -> 12/8/2020 1:25:44 AM   | 
 | 18007 | -45524.86 -> -45524.86 | -37493.89 -> -37493.89   | 98 -> 98   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:16 AM -> 12/8/2020 1:25:46 AM   | 
 | 18009 | -45513.3 -> -45513.3   | -37547.25 -> -37547.25   | 96 -> 96   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:18 AM -> 12/8/2020 1:25:48 AM   | 
 | 18011 | -45496.59 -> -45496.59 | -37600.15 -> -37600.15   | 94 -> 94   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:20 AM -> 12/8/2020 1:25:50 AM   | 
 | 18013 | -45476.58 -> -45476.58 | -37650.84 -> -37650.84   | 94 -> 94   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:22 AM -> 12/8/2020 1:25:52 AM   | 
 | 18015 | -45456.28 -> -45456.28 | -37700.39 -> -37700.39   | 94 -> 94   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:24 AM -> 12/8/2020 1:25:54 AM   | 
 | 18017 | -45434.74 -> -45434.74 | -37752.38 -> -37752.38   | 94 -> 94   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:26 AM -> 12/8/2020 1:25:56 AM   | 
 | 18019 | -45416.55 -> -45416.55 | -37805.69 -> -37805.69   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:28 AM -> 12/8/2020 1:25:58 AM   | 
 | 18021 | -45399.8 -> -45399.8   | -37857.55 -> -37857.55   | 95 -> 95   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:30 AM -> 12/8/2020 1:26:00 AM   | 
 | 18023 | -45380.54 -> -45380.54 | -37909.52 -> -37909.52   | 93 -> 93   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:32 AM -> 12/8/2020 1:26:02 AM   | 
 | 18025 | -45352.79 -> -45352.79 | -37957.41 -> -37957.41   | 90 -> 90   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:34 AM -> 12/8/2020 1:26:04 AM   | 
 | 18027 | -45317.22 -> -45317.22 | -37999.2 -> -37999.2     | 87 -> 87   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:36 AM -> 12/8/2020 1:26:06 AM   | 
 | 18029 | -45271.53 -> -45271.53 | -38029.35 -> -38029.35   | 83 -> 83   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:38 AM -> 12/8/2020 1:26:08 AM   | 
 | 18031 | -45220.88 -> -45220.88 | -38050.55 -> -38050.55   | 80 -> 80   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:40 AM -> 12/8/2020 1:26:10 AM   | 
 | 18033 | -45169.1 -> -45169.1   | -38067.57 -> -38067.57   | 80 -> 80   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:42 AM -> 12/8/2020 1:26:12 AM   | 
 | 18035 | -45117.52 -> -45117.52 | -38087.92 -> -38087.92   | 81 -> 81   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:44 AM -> 12/8/2020 1:26:14 AM   | 
 | 18037 | -45067.7 -> -45067.7   | -38112.34 -> -38112.34   | 83 -> 83   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:46 AM -> 12/8/2020 1:26:16 AM   | 
 | 18039 | -45020.42 -> -45020.42 | -38140.5 -> -38140.5     | 84 -> 84   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:48 AM -> 12/8/2020 1:26:18 AM   | 
 | 18041 | -44973.26 -> -44973.26 | -38168.84 -> -38168.84   | 83 -> 83   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:50 AM -> 12/8/2020 1:26:20 AM   | 
 | 18043 | -44925.46 -> -44925.46 | -38196.02 -> -38196.02   | 83 -> 83   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:52 AM -> 12/8/2020 1:26:22 AM   | 
 | 18045 | -44875.82 -> -44875.82 | -38221.78 -> -38221.78   | 83 -> 83   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:54 AM -> 12/8/2020 1:26:24 AM   | 
 | 18047 | -44827.36 -> -44827.36 | -38247.68 -> -38247.68   | 83 -> 83   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:10:56 AM -> 12/8/2020 1:26:26 AM   | 
 | 18049 | -44779.29 -> -44779.29 | -38275.23 -> -38275.23   | 84 -> 84   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:10:58 AM -> 12/8/2020 1:26:28 AM   | 
 | 18051 | -44732.71 -> -44732.71 | -38303.69 -> -38303.69   | 84 -> 84   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:00 AM -> 12/8/2020 1:26:30 AM   | 
 | 18053 | -44684.86 -> -44684.86 | -38332.15 -> -38332.15   | 83 -> 83   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:02 AM -> 12/8/2020 1:26:32 AM   | 
 | 18055 | -44640.13 -> -44640.13 | -38360.9 -> -38360.9     | 85 -> 85   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:04 AM -> 12/8/2020 1:26:34 AM   | 
 | 18057 | -44599.01 -> -44599.01 | -38398.14 -> -38398.14   | 89 -> 89   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:06 AM -> 12/8/2020 1:26:36 AM   | 
 | 18059 | -44569.86 -> -44569.86 | -38445 -> -38445         | 93 -> 93   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:08 AM -> 12/8/2020 1:26:38 AM   | 
 | 18061 | -44555.17 -> -44555.17 | -38497.04 -> -38497.04   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:10 AM -> 12/8/2020 1:26:40 AM   | 
 | 18063 | -44546.91 -> -44546.91 | -38552.35 -> -38552.35   | 98 -> 98   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:12 AM -> 12/8/2020 1:26:42 AM   | 
 | 18065 | -44538.51 -> -44538.51 | -38606.25 -> -38606.25   | 98 -> 98   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:14 AM -> 12/8/2020 1:26:44 AM   | 
 | 18067 | -44529.24 -> -44529.24 | -38660.48 -> -38660.48   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:16 AM -> 12/8/2020 1:26:46 AM   | 
 | 18069 | -44521.48 -> -44521.48 | -38714.91 -> -38714.91   | 98 -> 98   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:18 AM -> 12/8/2020 1:26:48 AM   | 
 | 18071 | -44516.57 -> -44516.57 | -38770.57 -> -38770.57   | 100 -> 100 | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:20 AM -> 12/8/2020 1:26:50 AM   | 
 | 18073 | -44522.88 -> -44522.88 | -38823.67 -> -38823.67   | 4 -> 4     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:22 AM -> 12/8/2020 1:26:52 AM   | 
 | 18075 | -44544.99 -> -44544.99 | -38874.32 -> -38874.32   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:24 AM -> 12/8/2020 1:26:54 AM   | 
 | 18077 | -44575.32 -> -44575.32 | -38920.2 -> -38920.2     | 10 -> 10   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:26 AM -> 12/8/2020 1:26:56 AM   | 
 | 18079 | -44605.2 -> -44605.2   | -38966.88 -> -38966.88   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:28 AM -> 12/8/2020 1:26:58 AM   | 
 | 18081 | -44627.34 -> -44627.34 | -39016.64 -> -39016.64   | 5 -> 5     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:30 AM -> 12/8/2020 1:27:00 AM   | 
 | 18083 | -44638.34 -> -44638.34 | -39070.41 -> -39070.41   | 2 -> 2     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:32 AM -> 12/8/2020 1:27:02 AM   | 
 | 18085 | -44642.44 -> -44642.44 | -39125.21 -> -39125.21   | 0 -> 0     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:34 AM -> 12/8/2020 1:27:04 AM   | 
 | 18087 | -44642.09 -> -44642.09 | -39179.29 -> -39179.29   | 100 -> 100 | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:36 AM -> 12/8/2020 1:27:06 AM   | 
 | 18089 | -44642.59 -> -44642.59 | -39235.66 -> -39235.66   | 0 -> 0     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:38 AM -> 12/8/2020 1:27:08 AM   | 
 | 18091 | -44640.9 -> -44640.9   | -39290.63 -> -39290.63   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:40 AM -> 12/8/2020 1:27:10 AM   | 
 | 18093 | -44641.03 -> -44641.03 | -39346.08 -> -39346.08   | 0 -> 0     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:42 AM -> 12/8/2020 1:27:12 AM   | 
 | 18095 | -44640.81 -> -44640.81 | -39400.61 -> -39400.61   | 100 -> 100 | 98 -> 98   | 0 -> 0 | 12/6/2020 1:11:44 AM -> 12/8/2020 1:27:14 AM   | 
 | 18097 | -44639.13 -> -44639.13 | -39454.66 -> -39454.66   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:46 AM -> 12/8/2020 1:27:16 AM   | 
 | 18099 | -44631.63 -> -44631.63 | -39510.51 -> -39510.51   | 97 -> 97   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:48 AM -> 12/8/2020 1:27:18 AM   | 
 | 18101 | -44616.69 -> -44616.69 | -39563.43 -> -39563.43   | 95 -> 95   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:50 AM -> 12/8/2020 1:27:20 AM   | 
 | 18103 | -44595.06 -> -44595.06 | -39612.93 -> -39612.93   | 92 -> 92   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:52 AM -> 12/8/2020 1:27:22 AM   | 
 | 18105 | -44567.25 -> -44567.25 | -39660.37 -> -39660.37   | 92 -> 92   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:54 AM -> 12/8/2020 1:27:24 AM   | 
 | 18107 | -44543.83 -> -44543.83 | -39709.52 -> -39709.52   | 94 -> 94   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:56 AM -> 12/8/2020 1:27:26 AM   | 
 | 18109 | -44531.24 -> -44531.24 | -39763.35 -> -39763.35   | 99 -> 99   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:11:58 AM -> 12/8/2020 1:27:28 AM   | 
 | 18111 | -44538.54 -> -44538.54 | -39817.98 -> -39817.98   | 5 -> 5     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:00 AM -> 12/8/2020 1:27:30 AM   | 
 | 18113 | -44562.96 -> -44562.96 | -39865.41 -> -39865.41   | 10 -> 10   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:12:02 AM -> 12/8/2020 1:27:32 AM   | 
 | 18115 | -44596.66 -> -44596.66 | -39911.11 -> -39911.11   | 10 -> 10   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:04 AM -> 12/8/2020 1:27:34 AM   | 
 | 18117 | -44630.02 -> -44630.02 | -39952.47 -> -39952.47   | 11 -> 11   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:12:06 AM -> 12/8/2020 1:27:36 AM   | 
 | 18119 | -44667.87 -> -44667.87 | -39996.73 -> -39996.73   | 12 -> 12   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:12:08 AM -> 12/8/2020 1:27:38 AM   | 
 | 18121 | -44703.23 -> -44703.23 | -40037.01 -> -40037.01   | 11 -> 11   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:10 AM -> 12/8/2020 1:27:40 AM   | 
 | 18123 | -44736.41 -> -44736.41 | -40078.54 -> -40078.54   | 11 -> 11   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:12:12 AM -> 12/8/2020 1:27:42 AM   | 
 | 18125 | -44771.7 -> -44771.7   | -40123.66 -> -40123.66   | 10 -> 10   | 98 -> 98   | 0 -> 0 | 12/6/2020 1:12:14 AM -> 12/8/2020 1:27:44 AM   | 
 | 18127 | -44801.61 -> -44801.61 | -40169.63 -> -40169.63   | 8 -> 8     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:16 AM -> 12/8/2020 1:27:46 AM   | 
 | 18129 | -44822.23 -> -44822.23 | -40220.99 -> -40220.99   | 5 -> 5     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:18 AM -> 12/8/2020 1:27:48 AM   | 
 | 18131 | -44835.86 -> -44835.86 | -40273.9 -> -40273.9     | 4 -> 4     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:20 AM -> 12/8/2020 1:27:50 AM   | 
 | 18133 | -44851.2 -> -44851.2   | -40326.68 -> -40326.68   | 4 -> 4     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:22 AM -> 12/8/2020 1:27:52 AM   | 
 | 18135 | -44864.44 -> -44864.44 | -40379.12 -> -40379.12   | 5 -> 5     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:12:24 AM -> 12/8/2020 1:27:54 AM   | 
 | 18137 | -44888.42 -> -44888.42 | -40429.48 -> -40429.48   | 9 -> 9     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:26 AM -> 12/8/2020 1:27:56 AM   | 
 | 18139 | -44916.25 -> -44916.25 | -40473.64 -> -40473.64   | 9 -> 9     | 98 -> 98   | 0 -> 0 | 12/6/2020 1:12:28 AM -> 12/8/2020 1:27:58 AM   | 
 | 18141 | -44946.39 -> -44946.39 | -40525.39 -> -40525.39   | 9 -> 9     | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:30 AM -> 12/8/2020 1:28:00 AM   | 
 | 18143 | -44979.57 -> -44979.57 | -40566.8 -> -40566.8     | 12 -> 12   | 99 -> 99   | 0 -> 0 | 12/6/2020 1:12:32 AM -> 12/8/2020 1:28:02 AM   | 
 | 18145 | -45010.65 -> -45010.65 | -40602.49 -> -40602.49   | 11 -> 11   | 69 -> 69   | 0 -> 0 | 12/6/2020 1:12:34 AM -> 12/8/2020 1:28:04 AM   | 
 | 18147 | -45030.19 -> -45030.19 | -40625.04 -> -40625.04   | 14 -> 14   | 40 -> 40   | 0 -> 0 | 12/6/2020 1:12:36 AM -> 12/8/2020 1:28:06 AM   | 
 | 18149 | -45035.17 -> -45035.17 | -40629.24 -> -40629.24   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:38 AM -> 12/8/2020 1:28:08 AM   | 
 | 18151 | -45035.17 -> -45035.17 | -40629.24 -> -40629.24   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:40 AM -> 12/8/2020 1:28:10 AM   | 
 | 18153 | -45035.17 -> -45035.17 | -40629.24 -> -40629.24   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:42 AM -> 12/8/2020 1:28:12 AM   | 
 | 18155 | -45035.17 -> -45035.17 | -40629.24 -> -40629.24   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:44 AM -> 12/8/2020 1:28:14 AM   | 
 | 18157 | -45035.17 -> -45035.17 | -40629.24 -> -40629.24   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:46 AM -> 12/8/2020 1:28:16 AM   | 
 | 18159 | -45035.17 -> -45035.17 | -40629.25 -> -40629.25   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:49 AM -> 12/8/2020 1:28:19 AM   | 
 | 18161 | -45035.17 -> -45035.17 | -40629.25 -> -40629.25   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:51 AM -> 12/8/2020 1:28:21 AM   | 
 | 18163 | -45035.17 -> -45035.17 | -40629.25 -> -40629.25   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:53 AM -> 12/8/2020 1:28:23 AM   | 
 | 18165 | -45035.17 -> -45035.17 | -40629.25 -> -40629.25   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:12:59 AM -> 12/8/2020 1:28:29 AM   | 
 | 18167 | -45035.18 -> -45035.18 | -40629.25 -> -40629.25   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:13:01 AM -> 12/8/2020 1:28:31 AM   | 
 | 18169 | -45035.18 -> -45035.18 | -40629.25 -> -40629.25   | 14 -> 14   | 0 -> 0     | 0 -> 0 | 12/6/2020 1:13:03 AM -> 12/8/2020 1:28:33 AM   | 
 | 18171 | -45037.84 -> -45037.84 | -40631.57 -> -40631.57   | 14 -> 14   | 15 -> 15   | 0 -> 0 | 12/6/2020 1:13:05 AM -> 12/8/2020 1:28:35 AM   | 
 | 18173 | -45044.55 -> -45044.55 | -40637.54 -> -40637.54   | 13 -> 13   | 13 -> 13   | 0 -> 0 | 12/6/2020 1:13:07 AM -> 12/8/2020 1:28:37 AM   | 
 | 18175 | -45049.17 -> -45049.17 | -40641.73 -> -40641.73   | 13 -> 13   | 8 -> 8     | 0 -> 0 | 12/6/2020 1:13:09 AM -> 12/8/2020 1:28:39 AM   | 
 | 18177 | -45052.02 -> -45052.02 | -40644.37 -> -40644.37   | 13 -> 13   | 5 -> 5     | 0 -> 0 | 12/6/2020 1:13:11 AM -> 12/8/2020 1:28:41 AM   | 
 | 18179 | -45054.18 -> -45054.18 | -40646.38 -> -40646.38   | 13 -> 13   | 5 -> 5     | 0 -> 0 | 12/6/2020 1:13:13 AM -> 12/8/2020 1:28:43 AM   | 
 | 18181 | -45056.5 -> -45056.5   | -40648.52 -> -40648.52   | 13 -> 13   | 5 -> 5     | 0 -> 0 | 12/6/2020 1:13:15 AM -> 12/8/2020 1:28:45 AM   | 
 | 18183 | -45058.83 -> -45058.83 | -40650.7 -> -40650.7     | 13 -> 13   | 6 -> 6     | 0 -> 0 | 12/6/2020 1:13:17 AM -> 12/8/2020 1:28:47 AM   | 
 | 18185 | -45062.25 -> -45062.25 | -40653.9 -> -40653.9     | 13 -> 13   | 13 -> 13   | 0 -> 0 | 12/6/2020 1:13:19 AM -> 12/8/2020 1:28:49 AM   | 
 | 18187 | -45069.76 -> -45069.76 | -40661.07 -> -40661.07   | 13 -> 13   | 25 -> 25   | 0 -> 0 | 12/6/2020 1:13:21 AM -> 12/8/2020 1:28:51 AM   | 
 | 18189 | -45083.35 -> -45083.35 | -40672.02 -> -40672.02   | 15 -> 15   | 38 -> 38   | 0 -> 0 | 12/6/2020 1:13:23 AM -> 12/8/2020 1:28:53 AM   | 
 | 18191 | -45105.99 -> -45105.99 | -40684.01 -> -40684.01   | 18 -> 18   | 51 -> 51   | 0 -> 0 | 12/6/2020 1:13:25 AM -> 12/8/2020 1:28:55 AM   | 
 | 18193 | -45132.43 -> -45132.43 | -40702.1 -> -40702.1     | 14 -> 14   | 61 -> 61   | 0 -> 0 | 12/6/2020 1:13:27 AM -> 12/8/2020 1:28:57 AM   | 
 | 18195 | -45159.33 -> -45159.33 | -40724.84 -> -40724.84   | 14 -> 14   | 70 -> 70   | 0 -> 0 | 12/6/2020 1:13:29 AM -> 12/8/2020 1:28:59 AM   | 
 | 18197 | -45191.78 -> -45191.78 | -40751.49 -> -40751.49   | 15 -> 15   | 77 -> 77   | 0 -> 0 | 12/6/2020 1:13:31 AM -> 12/8/2020 1:29:01 AM   | 
