Sort by Speed (avg)
 | No    | X          | Y         | Distance            | Speed (avg) | Speed (before) | Speed (after) | Heading | 
 | 11931 | 18449.37   | 70910.09  | 13.0112351505467    | 47          | 45             | 49            | 37      | 
 | 3704  | 4046.931   | 3872.23   | 12.5209398474053    | 47.5        | 74             | 21            | 37      | 
 | 9311  | 3216.522   | 22773.72  | 13.2802843528202    | 48          | 47             | 49            | 54      | 
 | 10043 | 119.3987   | 38404.44  | 13.4863533347199    | 48          | 46             | 50            | 49      | 
 | 10490 | 6236.209   | 47663.54  | 13.8498926678434    | 48.5        | 47             | 50            | 55      | 
 | 10685 | 7768.767   | 50816.8   | 13.6569961239274    | 48.5        | 46             | 51            | 68      | 
 | 11085 | 15423.83   | 56269.97  | 13.3748177845744    | 48.5        | 46             | 51            | 57      | 
 | 9220  | 2386.347   | 21198.76  | 14.063432317134     | 50          | 49             | 51            | 58      | 
 | 9312  | 3219.99    | 22787     | 13.7228530708964    | 50          | 49             | 51            | 54      | 
 | 10491 | 6240.359   | 47677.01  | 14.0973102361169    | 50.5        | 50             | 51            | 55      | 
 | 27    | 1609.121   | -51110.67 | 14.35386239958      | 51          | 48             | 54            | 40      | 
 | 3724  | 3960.688   | 3944.984  | 13.8929469996659    | 51          | 49             | 53            | 33      | 
 | 11932 | 18437.18   | 70917.75  | 14.3953258610817    | 51          | 49             | 53            | 33      | 
 | 9302  | 3205.062   | 22691.19  | 15.0094396770481    | 51.5        | 60             | 43            | 50      | 
 | 11888 | 19254.44   | 70849.39  | 14.4620369483456    | 51.5        | 49             | 54            | 27      | 
 | 9221  | 2393.627   | 21211.3   | 14.4989587825151    | 52          | 51             | 53            | 58      | 
 | 10044 | 118.4025   | 38419.12  | 14.7095557941367    | 52          | 50             | 54            | 49      | 
 | 10676 | 7699.41    | 50773.79  | 15.033971972268     | 52          | 66             | 38            | 65      | 
 | 11885 | 19291.52   | 70857.68  | 15.6179731513941    | 52.5        | 57             | 48            | 12      | 
 | 9313  | 3224.343   | 22801.95  | 15.5680191659468    | 53          | 51             | 55            | 55      | 
 | 10492 | 6244.556   | 47690.99  | 14.5930544914154    | 53          | 51             | 55            | 55      | 
 | 10686 | 7782.137   | 50823.28  | 14.8574376091762    | 53          | 51             | 55            | 68      | 
 | 11086 | 15429.51   | 56283.66  | 14.8158928892598    | 53          | 51             | 55            | 56      | 
 | 11908 | 19118.69   | 70512.98  | 14.2536863946202    | 54          | 76             | 32            | 5       | 
 | 9222  | 2401.417   | 21224.54  | 15.3569916984257    | 54.5        | 53             | 56            | 58      | 
 | 11079 | 15395.64   | 56211.57  | 14.5464034941376    | 54.5        | 69             | 40            | 58      | 
 | 3725  | 3946.578   | 3951.89   | 15.7095964467376    | 55          | 53             | 57            | 32      | 
 | 11933 | 18423.36   | 70924.77  | 15.5059999727928    | 55          | 53             | 57            | 33      | 
 | 28    | 1603.637   | -51096.58 | 15.1192379213964    | 55.5        | 54             | 57            | 47      | 
 | 76    | 2512.926   | -50758.14 | 15.1126537079326    | 56          | 56             | 56            | 80      | 
 | 10045 | 117.4732   | 38434.9   | 15.8124854667395    | 56          | 54             | 58            | 49      | 
 | 9314  | 3228.865   | 22816.86  | 15.5847400195706    | 56.5        | 55             | 58            | 55      | 
 | 10493 | 6249.129   | 47706.44  | 16.1156326705207    | 56.5        | 55             | 58            | 55      | 
 | 10687 | 7796.492   | 50830.27  | 15.963926785062     | 56.5        | 55             | 58            | 68      | 
 | 77    | 2528.724   | -50758.82 | 15.8121468199238    | 57          | 56             | 58            | 73      | 
 | 11087 | 15435.98   | 56298.53  | 16.2155368098994    | 57          | 55             | 59            | 57      | 
 | 11965 | 18699.33   | 71174.63  | 15.9986696882339    | 57          | 58             | 56            | 95      | 
 | 11966 | 18700.21   | 71158.78  | 15.8762351929728    | 57          | 56             | 58            | 100     | 
 | 29    | 1607.474   | -51080.05 | 16.9667691151175    | 57.5        | 57             | 58            | 57      | 
 | 11889 | 19238.87   | 70851.84  | 15.761160635255     | 57.5        | 54             | 61            | 28      | 
 | 11991 | 18668.25   | 70692.26  | 15.4459432763522    | 57.5        | 69             | 46            | 81      | 
 | 9223  | 2409.711   | 21238.61  | 16.3379357172588    | 58          | 56             | 60            | 58      | 
 | 30    | 1618.683   | -51068.59 | 16.0282530483665    | 58.5        | 58             | 59            | 65      | 
 | 3726  | 3931.015   | 3957.982  | 16.7131727042583    | 58.5        | 57             | 60            | 30      | 
 | 9315  | 3233.369   | 22832.57  | 16.3475895724196    | 58.5        | 58             | 59            | 54      | 
 | 10046 | 116.8166   | 38451.52  | 16.6262517941043    | 58.5        | 58             | 59            | 49      | 
 | 10481 | 6204.505   | 47575.35  | 16.7710086821241    | 58.5        | 68             | 49            | 56      | 
 | 10688 | 7811.49    | 50837.93  | 16.8445586114826    | 59          | 58             | 60            | 67      | 
 | 11868 | 19484.55   | 71023.2   | 16.1083587414731    | 59          | 59             | 59            | 1       | 
 | 11934 | 18409.01   | 70933.56  | 16.8297430055776    | 59          | 57             | 61            | 34      | 
 | 31    | 1632.691   | -51059.61 | 16.643865855824     | 59.5        | 59             | 60            | 66      | 
 | 78    | 2544.609   | -50753.94 | 16.618758966186     | 59.5        | 58             | 61            | 68      | 
 | 11869 | 19483.15   | 71006.61  | 16.6532302609734    | 59.5        | 59             | 60            | 1       | 
 | 11964 | 18691.23   | 71188.43  | 16.1187676502499    | 59.5        | 61             | 58            | 85      | 
 | 11967 | 18699.93   | 71142.12  | 16.6665021252457    | 59.5        | 58             | 61            | 0       | 
